particle,pos_x,pos_y,pos_z
0,-5219.701008,860.999252,-16304.205970
1,-2834.075482,-27047.679495,-14084.808504
2,884.725302,7179.814680,-2889.325886
3,25792.917387,9588.268588,13206.615506
4,22545.238263,-27831.951502,13145.417866
5,-11969.880840,-745.902010,-28670.762727
6,-6400.067956,-17558.867107,-19459.209285
7,10188.704424,-6187.920544,13233.807188
8,-9356.573097,8447.621622,30861.978860
9,3294.552187,10169.860987,-4832.983852
10,307.929840,-25863.278614,31857.963881
11,-9466.748849,11931.420138,3589.629151
12,4889.106514,9447.336426,33263.218393
13,-7954.566075,2285.405695,-4102.256678
14,15069.578129,-5037.255619,26087.484479
15,-19169.019767,-3220.980202,-12069.436287
16,1330.874439,-3108.006317,6011.212547
17,-4416.929681,5772.283410,6886.828681
18,13070.843930,-24020.386898,33845.664963
19,12666.743063,-11066.109137,32558.075107
20,13545.250634,9323.317639,-9523.924199
21,14230.486893,24127.971653,4901.951319
22,2405.455330,-4707.817100,26850.430212
23,-24365.943320,-9627.571940,-17217.868504
24,-13833.560666,-10971.119785,-126.703998
25,-9119.714629,8507.603114,1217.128249
26,-12437.609942,2837.528416,1829.333545
27,12522.978482,-34956.220870,18779.838202
28,-4733.856180,-8435.545730,13883.417263
29,-13624.524712,8716.578932,12912.190476
30,1550.293840,-6781.403537,29663.334685
31,-2040.140066,10438.220407,-24000.418882
32,6663.964215,-31702.658047,-10222.004348
33,4044.676463,23081.816816,-4517.972229
34,1884.276027,11253.576434,14894.649130
35,4928.517475,-21795.191949,10025.849446
36,-4639.248017,3141.406535,13638.215451
37,-20034.269099,13592.379427,14777.505742
38,4524.040403,6251.612127,-14190.627984
39,-6550.305887,-6909.684461,-1663.402857
40,-13015.280618,6592.970700,-18013.870987
41,-4249.955205,1944.952055,-1572.080380
42,15322.506283,-11090.179869,-3874.951095
43,-5207.099631,5335.533921,5979.816776
44,-9878.794772,-8443.831031,969.542690
45,1657.135248,-4272.983228,17205.378187
46,-963.215101,-31637.991080,-17541.787155
47,-860.713056,10988.165318,3273.942111
48,7455.478207,-25215.055782,-637.436930
49,24843.778284,13888.054999,-18084.830139
50,1687.828734,-14500.246391,20921.872654
51,-4615.438153,4765.098715,-20763.572955
52,9707.280814,-6642.508497,-8048.363807
53,31304.401765,-9261.034328,-10005.171975
54,13460.135809,-7058.519154,3064.350841
55,-23713.134151,-911.625412,-29453.864862
56,-20089.522208,19278.544090,-2732.695979
57,-14197.409852,-14389.431135,-12084.965604
58,-5280.379541,30733.748818,6526.475680
59,-12601.534632,6150.040835,-1534.467210
60,10587.463261,-7371.402121,28131.623258
61,-11508.083877,-4592.125087,-1045.217448
62,20810.978075,2426.594585,18335.738806
63,10117.497648,36331.552289,6104.113701
64,20794.029755,37302.920271,6492.803473
65,-4986.767910,4856.550689,-11555.506765
66,-12621.523311,4215.358402,-10455.940146
67,16286.163831,29539.493573,38354.288528
68,2545.351122,-25790.433267,-6519.149122
69,959.778020,-9257.376815,35760.334413
70,2158.311752,860.103239,-13194.062971
71,17213.616658,-1462.913550,-12676.257173
72,10497.341986,4949.368842,16788.652423
73,-445.838295,-11776.787185,-17686.080844
74,-5887.922632,10586.005590,-34078.045933
75,13358.360888,11863.588658,17420.023898
76,-27479.652076,24798.128117,13962.805217
77,13435.843515,8735.698739,-8245.276280
78,-27840.930350,979.392030,-694.771680
79,-18574.413169,3178.899762,2982.214486
80,11995.546428,27791.856735,-11577.348890
81,-21858.465340,10326.596047,20813.711067
82,-14052.220214,7254.456142,-15719.075110
83,-5547.410173,-14329.250061,15724.754844
84,15230.013673,-7358.410536,21276.397703
85,-7358.036900,11327.139317,-12351.369225
86,20984.973318,9812.316039,7388.285939
87,547.501650,7185.086869,9467.775853
88,-13367.127481,17807.849204,-13562.754082
89,24925.266662,-18720.937553,-11198.167157
90,-6041.756967,-16795.461925,-21754.655061
91,4078.173994,-16639.783317,-12439.310085
92,-14848.993384,7187.350886,12306.770944
93,-31819.500099,20696.392031,8343.901898
94,-11528.381740,-19734.042784,29706.012516
95,3874.574655,9165.183110,1505.663487
96,12864.774969,-12668.489768,-10530.968033
97,-23115.298138,7936.246661,-12585.959513
98,162.359863,14731.235996,-12104.502456
99,1579.761272,-16695.365943,25873.420316
100,9198.126732,2075.180172,55.624218
101,9262.311920,-10096.724616,-638.350141
102,18815.967276,-28280.600550,-14767.741145
103,19269.399295,6621.529407,6653.111121
104,-4462.484880,11871.131510,10559.314513
105,24579.793301,3121.139399,-6322.231984
106,1447.502616,-4325.335520,12888.714034
107,-3098.231762,14228.011261,1938.350759
108,-22571.383918,-16379.631824,-416.373790
109,-9386.404619,-4166.727239,21519.710831
110,7750.845351,1198.831230,24488.555129
111,9518.790672,-22945.969558,1568.464817
112,7583.428809,-32031.385569,-20382.800976
113,12564.944885,-11854.926730,3551.467594
114,-36429.089909,4005.834432,21070.118788
115,7743.467340,-13863.767660,-3532.934674
116,14076.823337,-15470.330128,22283.907308
117,-23675.412439,-8518.715015,10908.782020
118,19313.990696,23055.226271,-11185.744248
119,-10180.411639,-25791.845491,-234.202922
120,18678.660387,7922.660243,26863.607885
121,7631.875783,1331.499136,18820.205948
122,4589.707409,9672.642321,-439.129953
123,1924.017652,8049.782416,-9669.677067
124,-35214.661617,-40372.035046,7559.863408
125,-14425.769476,-16524.223498,-10.855547
126,6890.101603,19625.875301,-13454.540315
127,-14505.100326,10413.589582,1764.095284
128,23796.721982,6510.057537,-5839.272150
