step,total_vel_x,total_vel_y,total_vel_z
0,1127.697333,374.850555,-98.792426
1000,1127.769051,375.110619,-98.527889
2000,1127.837489,375.403826,-98.348818
3000,1127.832468,375.574991,-98.337777
4000,1127.898753,375.645354,-98.352375
5000,1127.967453,375.674093,-98.368201
6000,1128.010918,375.542800,-98.375335
7000,1128.138585,375.422201,-98.517327
8000,1128.236875,375.344473,-98.644946
9000,1128.218635,375.198801,-98.812893
10000,1128.183383,375.031519,-98.922245
11000,1128.190442,374.919851,-99.001257
12000,1128.120964,374.779959,-99.107467
13000,1128.083265,374.730935,-99.110150
14000,1128.106105,374.671636,-99.139120
15000,1128.203970,374.592713,-99.162585
16000,1128.301126,374.409722,-99.159576
17000,1128.345226,374.342758,-99.124617
18000,1128.384193,374.274881,-99.130187
19000,1128.435955,374.226708,-99.116516
20000,1128.500611,374.274809,-99.069346
21000,1128.601635,374.275477,-99.033506
22000,1128.714184,374.323726,-98.903341
23000,1128.825654,374.340227,-98.784827
24000,1128.902654,374.289129,-98.682565
25000,1128.983094,374.233041,-98.563290
26000,1129.040764,374.173437,-98.464660
27000,1129.088276,374.106939,-98.354847
28000,1129.137469,374.067206,-98.274183
29000,1129.160041,374.026394,-98.192558
30000,1129.170829,374.004667,-98.116607
31000,1129.161978,373.991006,-98.073145
32000,1129.140617,373.977161,-98.061005
33000,1129.075454,373.950292,-98.001615
34000,1128.985279,373.975739,-97.976807
35000,1128.863713,373.984646,-97.956659
36000,1128.764873,373.961466,-97.925840
37000,1128.679294,373.926026,-97.925837
38000,1128.591977,373.886766,-97.908064
39000,1128.497294,373.846769,-97.902912
40000,1128.416635,373.843801,-97.877090
41000,1128.371255,373.841563,-97.860562
42000,1128.320073,373.882898,-97.817135
43000,1128.265412,373.893282,-97.800597
44000,1128.241736,373.900250,-97.775344
45000,1128.219169,373.919817,-97.746457
46000,1128.205117,373.930989,-97.712653
47000,1128.210434,373.952498,-97.680088
48000,1128.189289,373.980468,-97.638772
49000,1128.147072,374.011879,-97.601459
50000,1128.132879,374.050268,-97.599769
