step,total_vel_x,total_vel_y,total_vel_z
0,176.401966,-1051.209446,-979.127028
1000,176.387350,-1051.246451,-978.899329
2000,176.474476,-1051.217795,-978.660266
3000,176.473590,-1051.148796,-978.449917
4000,176.470872,-1051.079778,-978.334193
5000,176.562416,-1050.896998,-978.157449
6000,176.702168,-1050.781416,-977.869074
7000,176.809282,-1050.775714,-977.570292
8000,176.774626,-1050.798234,-977.329212
9000,176.698954,-1050.816855,-977.169247
10000,176.712088,-1050.910871,-977.018683
11000,176.733723,-1050.929535,-976.929667
12000,176.857132,-1050.929234,-976.919228
13000,177.038836,-1050.997672,-976.895554
14000,177.222808,-1050.991197,-976.908797
15000,177.359623,-1050.967871,-976.909216
16000,177.425445,-1050.838097,-976.863759
17000,177.513404,-1050.708556,-976.852978
18000,177.538867,-1050.586348,-976.795604
19000,177.601763,-1050.474630,-976.675878
20000,177.599928,-1050.394769,-976.500462
21000,177.534348,-1050.353363,-976.339491
22000,177.487234,-1050.335462,-976.119393
23000,177.422332,-1050.386747,-975.877889
24000,177.283135,-1050.410460,-975.639249
25000,177.206994,-1050.411385,-975.466224
26000,177.115021,-1050.345890,-975.311008
27000,177.020269,-1050.281372,-975.175894
28000,176.986360,-1050.192781,-975.122435
29000,176.960530,-1050.090059,-975.115928
30000,176.918542,-1050.037618,-975.123000
31000,176.911557,-1050.013843,-975.110586
32000,176.931378,-1049.987338,-975.088787
33000,176.916881,-1049.951085,-975.063037
34000,176.897684,-1049.919400,-975.053456
35000,176.877280,-1049.871625,-975.002782
36000,176.872036,-1049.831419,-974.951711
37000,176.886332,-1049.802573,-974.925855
38000,176.932477,-1049.776130,-974.910200
39000,176.934873,-1049.760363,-974.901453
40000,176.957015,-1049.751869,-974.873068
41000,176.982120,-1049.754010,-974.814541
42000,177.026703,-1049.752862,-974.753221
43000,177.047889,-1049.746358,-974.694484
44000,177.080379,-1049.738859,-974.616709
45000,177.111677,-1049.724879,-974.552754
46000,177.139375,-1049.700207,-974.500415
47000,177.150952,-1049.695128,-974.442958
48000,177.147508,-1049.714846,-974.355537
49000,177.171045,-1049.715729,-974.267278
50000,177.206065,-1049.701149,-974.220817
