particle,pos_x,pos_y,pos_z
0,-11891.312108,-3526.134159,3661.913057
1,-5065.522878,-18694.123006,-3135.117193
2,-14429.246619,-7944.631081,-18108.701892
3,9295.539905,-7826.502107,1357.528099
4,-15417.379742,17177.567892,-9872.228365
5,7152.566120,-5156.472550,7578.800810
6,6811.852211,-3484.380120,-5228.968663
7,-55076.419885,113360.651884,-35742.063487
8,619.767666,10182.886378,-3475.204763
9,10178.798108,11145.542882,14860.892747
10,6407.278825,3166.156586,-15351.704712
11,-2948.066561,9073.179120,3048.346872
12,7829.352826,13229.610953,5641.498561
13,11960.368324,-15787.184628,-10564.023907
14,-17951.758316,4052.522545,16775.358919
15,-8781.626168,8105.775943,10806.225073
16,-15117.722162,1581.688380,-2091.223345
17,5844.205754,-6170.616484,11569.370432
18,7160.315043,-18554.919697,386.390286
19,-5262.706323,-9982.361521,3386.561073
20,-6831.547492,2685.363912,7592.239638
21,-7630.933622,-11506.503468,5268.862553
22,9700.861397,-7560.277812,5034.298339
23,-18354.102158,-15562.302336,-4016.988454
24,-18619.564584,-15110.475290,-350.395341
25,5126.243142,12665.511352,10004.078042
26,-763.875103,-8063.235812,-6348.151751
27,13654.301834,-10780.161387,-6578.050851
28,12680.934408,-3946.656251,-10518.386311
29,-11109.901709,890.287735,2043.187288
30,7574.786323,2053.067640,-1593.969828
31,-55998.817518,-64586.998584,-38545.465145
32,-14638.662618,-3238.447413,-11860.085177
33,-12786.330097,13248.784084,-15182.153090
34,-18010.452547,-17117.678043,14917.949203
35,5038.381270,-8012.909446,-16448.459039
36,9387.464870,-16882.986651,14992.943149
37,-5154.302288,-103.197340,10170.847235
38,4387.386481,12854.614028,-12840.146940
39,-12561.847215,4621.960564,5563.583570
40,8813.823072,-808.415962,-7835.675740
41,734.694406,15534.309711,-3430.509031
42,-3769.108158,8769.020813,-13827.923418
43,13963.726173,-15331.223479,17765.037004
44,-2644.321281,-1757.889973,3479.900861
45,13442.285089,5783.702369,-24506.754600
46,-14404.070327,6692.274158,15216.880528
47,14675.961320,9182.234213,1535.445797
48,-6128.010198,16230.998474,4366.420088
49,-40435.731728,78590.744386,386790.179467
50,-15444.287687,-4490.812268,-15830.243663
51,14738.124329,-11348.899973,-1053.141722
52,2747.862840,6231.902745,14093.163869
53,-15807.314275,-4891.634784,1407.353120
54,10709.721698,14002.043316,2192.601148
55,4608.510514,18743.875416,-17437.278032
56,15632.488749,18356.105255,-9540.053343
57,-18310.443472,16733.816241,4157.942577
58,-1806.681976,4583.874793,-13665.067174
59,6636.545082,-12043.471535,-2966.074756
60,342.325576,8899.767112,-8757.943347
61,-11224.180482,1042.516524,323.456588
