step,total_vel_x,total_vel_y,total_vel_z
0,-152.151004,115.690357,3.149239
1000,-152.133034,115.737016,3.205225
2000,-152.162908,115.839700,3.196006
3000,-152.255789,115.953198,3.042664
4000,-152.396927,116.073154,2.967918
5000,-152.514035,116.117734,2.899385
6000,-152.583502,116.159177,2.871716
7000,-152.618330,116.197292,2.746873
8000,-152.575299,116.150820,2.596462
9000,-152.538535,116.142643,2.510251
10000,-152.611082,116.057746,2.594282
11000,-152.695124,115.961257,2.484062
12000,-152.773130,115.850696,2.318549
13000,-152.874106,115.807306,2.096379
14000,-152.980554,115.800597,1.814893
15000,-153.185435,115.832911,1.484424
16000,-153.364763,115.815882,1.240711
17000,-153.546897,115.773642,1.001222
18000,-153.794070,115.694727,0.785404
19000,-153.999472,115.700772,0.576587
20000,-154.079416,115.661203,0.380856
21000,-154.041779,115.597163,0.271343
22000,-153.897004,115.524296,0.223597
23000,-153.698467,115.476339,0.163362
24000,-153.466015,115.446507,0.063560
25000,-153.220143,115.367745,-0.187444
26000,-153.119722,115.304056,-0.535027
27000,-153.042755,115.309251,-0.802178
28000,-152.993379,115.311119,-1.080583
29000,-153.062014,115.343603,-1.420383
30000,-153.100110,115.235380,-1.744285
31000,-153.334873,115.186083,-2.102982
32000,-153.389049,115.172430,-2.367648
33000,-153.458753,115.135929,-2.702565
34000,-153.537719,115.054988,-2.911765
35000,-153.782984,115.001576,-3.151915
36000,-154.020180,114.908353,-3.410549
37000,-154.224311,114.795859,-3.738776
38000,-154.364541,114.677318,-3.975039
39000,-154.364655,114.497805,-4.153787
40000,-154.389134,114.158395,-4.458895
41000,-154.298215,113.909622,-4.758264
42000,-154.029707,113.721225,-4.906119
43000,-153.782408,113.508082,-5.165827
44000,-153.338116,113.110126,-5.418320
45000,-152.885907,112.630023,-5.563612
46000,-152.511044,112.204917,-5.620084
47000,-152.129986,112.007973,-5.708034
48000,-151.715509,111.883899,-5.619794
49000,-151.391645,111.854925,-5.408943
50000,-151.304804,111.784450,-5.339989
