particle,pos_x,pos_y,pos_z
0,-14314.469367,9489.966631,-20615.903676
1,-7750.293484,-6443.314356,-9285.588304
2,-13313.497482,16370.386329,14350.868308
3,9211.930814,-2478.706574,-10933.439352
4,-1924.983153,-7365.605045,-18095.392760
5,2739.356508,-815.764726,-2503.131461
6,-8700.174062,-3622.042690,-12332.792174
7,-14783.118622,14394.282329,2075.625764
8,-9096.881745,7210.469871,14185.837322
9,2536.175935,6260.818599,8115.803745
10,16129.978113,4534.559910,-16245.002168
11,8619.106236,-7996.929371,7619.792349
12,-18810.009778,-17206.441645,-6525.544703
13,-17241.824685,6552.167040,11816.969947
14,13651.037858,-2290.828348,-11893.929174
15,12381.034874,13963.633521,-10442.603308
16,8170.823503,-19541.160649,-8358.104784
17,1305.429718,-12219.068211,-5818.098148
18,-18889.650864,14511.854806,8173.250343
19,1831.163131,7938.519965,4987.019765
20,-220.355259,3944.942289,-4293.527896
21,10312.692639,18282.502465,-2909.380999
22,18579.803089,-14506.008308,10300.984677
23,5522.845890,-14195.847979,-12580.424698
24,-26.021440,-3053.605684,-6567.404743
25,7948.790575,4959.336955,-15038.722390
26,-370.659817,-1981.747432,-20012.809616
27,1681.570344,4829.671638,6896.320888
28,-3759.378694,-10445.082894,-8756.559437
29,-14016.190841,-14879.644704,18477.887249
30,10846.634078,-4395.608659,12541.201649
31,-1202.575663,-16186.209839,8122.046383
32,5254.002573,-19401.990856,14788.831187
33,16590.633953,13245.675110,-7684.121374
34,-12200.220860,17335.637823,15255.183851
35,13737.594446,-5265.426980,-7129.815234
36,-14268.129043,16413.116011,-7585.023845
37,7986.650911,-16216.054077,4492.913786
38,3178.496134,-17788.988048,2047.155076
39,6397.401727,-1513.134961,19226.586407
40,12861.432336,3345.832824,-4492.345141
41,5597.621895,8910.933428,-14755.732234
42,-14862.312124,-19753.837490,13485.121412
43,17302.974496,-7.460661,-11047.082230
44,7543.949918,713.822601,13596.441293
45,-8480.517950,10585.561408,5834.622187
46,-5019.442682,-10541.941528,-18119.906258
47,-98.328739,-11436.428027,9744.178748
48,-5621.974741,-9192.806593,14896.079013
49,-3957.610602,-13300.250996,-16794.870273
50,-17332.880551,15919.595541,16468.221631
51,11420.215946,14513.002882,4100.613263
52,3495.678145,-8053.425346,-10672.508971
53,-5420.540910,14600.168174,7889.887977
54,-15794.423110,14417.605074,-4247.012731
55,4203.434673,-6708.510809,-6241.069758
56,-17621.447853,3143.034860,3210.394074
57,-17538.143059,11536.089937,-16086.504697
58,-6463.255563,6294.250509,-5013.075931
59,-3338.066834,-14624.685313,6439.467708
60,16437.948002,-8113.727406,3751.455812
61,3924.600215,17818.098079,-5058.898023
62,-7971.306690,11250.451009,-3486.255866
63,-8934.928945,10798.496364,-2501.207712
64,-18538.986372,-19504.517198,-8675.665997
65,-5043.813156,15390.571543,-7654.376534
66,-14577.770130,6072.386705,11686.854913
67,-9133.043345,19203.193737,16347.946058
68,15047.670356,2297.977026,7937.285325
69,-18832.224775,-16936.750815,-11553.244289
70,17267.480348,-5999.550062,4760.363220
71,13248.747934,-5970.445395,18089.552328
72,10008.517117,-4677.874455,2786.284641
73,-19070.472063,-5199.794711,-18803.938491
74,15146.238173,13238.354394,14093.825727
