particle,pos_x,pos_y,pos_z
0,11800.286874,15699.331645,-16025.269326
1,17667.165136,-6197.088534,471.816156
2,17294.839320,-12189.703055,-5093.539232
3,15053.559984,6817.224647,12392.345958
4,-3084.200568,-2059.999390,1832.941679
5,14947.355571,2732.627338,580.462050
6,-17910.092471,19136.936552,-16371.959593
7,-12968.535417,14437.086093,-19425.031281
8,-16893.215735,-9331.949828,-7918.332469
9,15311.136204,916.165654,-17574.388867
10,719.626453,18229.926450,6260.567034
11,-18832.972198,13077.181310,-11758.781701
12,-2813.196203,15793.328654,-18039.490951
13,2444.532609,11508.529923,-6110.415967
14,-4459.974975,2851.039155,14987.640004
15,12289.803766,-15043.794061,8578.753014
16,15776.238289,10795.617542,-3001.190222
17,1508.224738,-1748.710593,-13919.492172
18,16771.141697,12193.365276,2699.667348
19,-11811.273537,18431.348613,-18642.536699
20,-7354.350414,-13304.239021,-12901.394696
21,-1653.492843,-12173.833430,6305.734428
22,-7671.742912,17348.551897,-8407.849361
23,1322.672201,-7159.031953,-1590.014344
24,11071.504868,11026.337474,-2359.080782
25,3712.881863,-2808.313242,16032.593768
26,2675.252541,16776.024659,-13245.643483
27,5545.213172,-11652.577288,-5912.656026
28,1162.755211,15790.887173,-14427.320170
29,-17512.131108,5926.084170,13867.000336
30,658.589434,-3227.027192,14764.244514
31,-2183.294168,-19215.063936,-19261.452071
32,-17784.356212,-9555.345317,502.334666
33,7896.359142,13576.464125,-16487.929930
34,16359.752190,-3057.344279,7279.885250
35,-15070.650349,-18503.372295,-10829.798273
36,-9941.099277,-142.216254,10791.955321
37,724.509415,-18002.868740,-13249.305704
38,6934.415723,661.030915,9643.238624
39,15222.022156,-17813.653981,-5877.254555
40,9386.883145,-12720.725120,14653.157140
41,13543.504135,-17302.163762,1397.137364
42,-8544.572283,10549.027985,-5539.109470
43,-4700.460829,-15246.436964,-15267.189550
44,-8887.600330,2317.575610,-3761.711478
45,19924.314096,-10816.370128,-15721.304971
46,-9236.732078,-11062.959685,206.915494
47,11755.119480,-3855.708487,-19990.234077
48,-5291.299173,13897.518845,6741.538743
49,8656.880398,-5700.247200,-798.974578
50,12299.569689,-16660.054323,-5189.977721
51,-2118.594928,-11806.390576,-10704.062014
52,15551.622059,-11766.106143,10479.445784
53,-17029.938658,12580.339976,9914.242988
54,-42.115543,-3081.759087,-15746.940519
55,-14601.886044,-17536.545915,-2258.980071
56,17264.320811,-8196.661275,15995.971557
57,-15247.657704,7582.628864,18080.996124
58,-11072.725608,3952.146977,6166.570025
59,-18836.634419,-19903.561510,16769.920957
60,9058.503983,-691.549425,12153.080844
61,-16235.236671,-15762.810144,-13747.367779
62,-14466.383862,-9690.847499,8415.173803
63,-11100.802637,16651.509140,-453.505051
64,8085.573901,6648.762474,-10778.527177
65,-8135.624256,6194.647053,-14167.302469
66,12082.277902,18913.541063,12701.193274
67,15904.416028,-18052.919095,-18547.318949
68,6769.615772,8886.379589,4980.010376
69,2223.578600,18159.123508,10042.420728
70,-3294.167913,210.577715,3148.899808
71,-15228.125858,4914.090396,5547.654653
72,-14839.930418,3219.702750,15803.094577
73,-6458.326975,-6758.629109,11894.283883
74,-11794.183172,7641.224403,19908.444472
75,-9880.062258,3430.890835,-6962.492752
76,8272.347179,16949.369793,-7242.042299
77,-724.509415,5299.844356,7161.473434
78,15897.091586,18107.852412,17741.630299
79,-19704.580828,-831.934568,-1246.986297
80,8429.822687,447.401349,2699.667348
81,1848.811304,-13720.511490,2341.990417
82,-5552.537614,-2556.840724,9615.161596
83,-15898.312326,-2564.165166,11607.409894
84,12609.637745,-14876.552629,14362.620930
85,11871.089816,8567.766350,-12366.710410
86,-6271.553697,10879.848628,15303.811762
87,2515.335551,-7973.265786,-19932.859279
88,14787.438581,-13599.658193,-10546.586505
89,12363.048189,12322.763756,-5103.305155
90,-6344.798120,-1481.368450,14974.211859
91,5401.165807,15057.222205,-17369.304483
92,13276.161992,11675.771355,18747.520371
93,7970.824305,17827.082125,-19376.201666
94,4030.274361,15796.990875,-12219.000824
95,-6761.070589,-8189.336833,-16717.429121
96,13077.181310,13292.031617,-16819.971313
97,19183.324686,-17171.544542,13915.829951
98,-10614.947966,18957.487716,-4535.660878
99,3834.955901,587.786493,11974.852748
100,-6781.823176,-13491.012299,19945.066683
101,-18447.218238,-15110.934782,9438.154241
102,-1170.079653,-4483.169042,-9058.503983
103,-15955.687124,17542.649617,10083.925901
104,-899.075289,12471.694082,-6421.704764
105,-10082.705161,8720.358898,5399.945067
106,-19108.859523,-260.628071,-8101.443525
107,6488.845485,-13471.480453,-19110.080264
108,-160.527360,6172.673727,12065.187536
109,7611.926634,18527.787103,-13482.467116
110,3361.308634,13094.271676,19387.188330
111,-8727.683340,13946.348460,5042.268136
112,-9389.324625,9430.829798,-12078.615680
113,693.990905,-4636.982330,11989.501633
114,-1864.680929,-10264.595477,1413.006989
115,12709.738456,8581.194494,1023.590808
116,19993.896298,-11148.411512,4296.395764
117,17158.116398,19460.432752,8451.796014
118,-8938.871426,6966.154973,1539.963988
119,-8968.169195,6451.002533,-9377.117222
120,-17687.917722,18802.453688,6060.365612
121,11155.735954,-2418.897061,-12037.110508
122,16779.686880,707.419050,12472.914823
123,9114.658040,-19351.786859,-10592.974639
124,14986.419263,9375.896481,15904.416028
125,12214.117862,-4638.203070,10965.300455
126,-1431.318094,5966.368603,-5343.791009
127,14194.158757,16188.848537,2183.294168
128,-19135.715812,19361.552782,-4573.503830
129,-541.398358,14653.157140,14246.650594
130,-6811.120945,-17692.800684,-130.008850
131,-15417.340617,9842.219306,3468.733787
132,-4420.911283,-5788.140507,-8766.747032
133,823.389386,15861.690115,-16076.540422
134,726.950896,-15683.462020,19820.551164
135,1395.916623,14992.522965,-17033.600879
136,-120.242927,9019.440291,6028.626362
137,17277.748955,-14695.883053,-6601.153600
138,19434.797205,-2921.842097,-270.393994
139,-14738.608966,-8529.923399,16025.269326
140,16985.992004,16470.839564,-5292.519913
141,12040.772729,7539.902951,-13664.357433
142,-14419.995727,-3368.633076,16940.824610
143,18045.594653,402.233955,-889.309366
144,14924.161504,19831.537828,-14546.952727
145,4801.782281,-17281.411176,-15375.835444
146,-1713.309122,-4547.868282,-15500.350963
147,9563.890500,4049.806207,10280.465102
148,13873.104038,-9098.788415,5827.204199
149,-9060.945463,-11071.504868,1351.969970
150,-10622.272408,-7087.008271,-242.316965
151,-10691.854610,-9342.936491,14642.170476
152,-1487.472152,12992.950224,13864.558855
153,5736.869411,9533.371990,18767.052217
154,-1778.008362,-9245.277261,17960.142827
155,-16837.061678,-15704.214606,-5168.004395
156,-4639.423811,8893.704031,-5830.866420
157,13605.761895,-14482.253487,-8743.552965
158,11573.229163,-6444.898831,10839.564196
159,-4877.468184,19704.580828,-13521.530808
160,-4879.909665,13840.144047,19006.317331
161,-17698.904386,-7165.135655,-6690.267647
162,8417.615284,-5800.347911,10214.545122
163,14007.385479,2130.802332,18671.834468
164,22.583697,-6520.584735,-5607.470931
165,-17857.600635,-15253.761406,-7516.708884
166,9819.025239,-15656.605731,-3422.345653
167,5187.536241,12187.261574,-570.696127
168,-3830.072939,6847.743156,11198.461867
169,-9767.754143,19167.455061,7377.544481
170,13757.133702,-10108.340709,-7303.079318
