particle,pos_x,pos_y,pos_z
0,30415.260478,-13438.057067,145.139274
1,21512.585604,-48578.285485,23125.318861
2,20458.356958,6337.737053,4049.368516
3,-39096.159578,-7802.509217,24513.606132
4,-7746.455044,-33589.274660,3091.861455
5,6261.932663,-10228.990519,13998.893440
6,-31870.895062,-4132.727539,14485.087137
7,11475.871466,31967.400052,-43243.955321
8,19782.660461,-26034.611191,1814.304845
9,14139.096912,29194.115273,3186.893992
10,15940.732581,-15901.810319,23454.097896
11,17042.156834,-10230.327454,-15765.838302
12,-20125.212060,-32401.926025,24960.843673
13,13469.408951,-13146.042451,44674.964344
14,15222.451115,-654.544021,40141.683914
15,17072.651937,-8708.346837,-14012.334596
16,35486.490930,25426.040756,13552.892262
17,-35872.302707,24669.747393,40555.243943
18,18870.234647,8953.439793,-9431.617970
19,11019.076693,5533.004143,29170.449611
20,-15313.249825,-9314.209194,-11070.683628
21,-376.919815,4009.733926,-21582.795069
22,-6226.401961,-15348.872781,-6118.540961
23,11960.573846,2633.293644,-54772.577070
24,-14492.594232,-5178.704421,-11804.821981
25,-11808.488820,1782.432739,-8938.215574
26,13679.438353,21339.902966,-27881.303139
27,-20031.665013,-17202.939566,-36883.665498
28,22997.675698,-650.301136,14053.871859
29,30043.453106,-41766.242348,-1539.273228
30,6414.287472,-18484.718778,23683.047121
31,-582.590655,13998.931270,19180.593522
32,-11338.887234,-560.456578,36042.515984
33,17054.440732,10392.414634,-15724.785379
34,-21903.046823,-15408.487980,-9215.106108
35,28862.760121,-2554.701908,34069.810145
36,-6327.080441,-25332.044202,-11344.079792
37,7655.314478,-6360.000115,-19209.382455
38,28983.726473,-14234.920159,4296.477362
39,-21011.993601,-26253.047506,-4682.431582
40,18172.136016,11289.461401,14444.453463
41,23305.039089,-19975.184700,-33437.590910
42,14584.517207,-17633.670426,-35841.407536
43,-7317.011447,-30294.107697,-26010.859277
44,-41422.332519,-21832.560912,57574.206597
45,-2013.717148,-19565.926685,-39099.633163
46,-7858.843800,23002.825571,10600.209824
47,4408.491400,24364.149131,43486.818410
48,-9712.081544,6075.420124,17796.425970
49,12007.300256,-15652.565379,44414.390753
50,2118.651940,22045.608384,-43127.286643
51,7019.079919,-235.275376,-29447.890713
52,-2491.176468,-3196.590348,-28157.539033
53,-30739.803559,2679.170739,-16819.671534
54,6488.789333,20586.394304,44753.386996
55,9921.499587,-23880.435550,-9875.217061
56,16531.162920,4936.218651,-51453.758769
57,17970.528583,35715.024583,-8491.967212
58,-2646.842669,-9151.885306,9015.077415
59,-21642.199383,-10637.386763,-11597.212547
60,-20404.143782,20051.684104,13678.979147
61,4310.398327,4700.070400,-11423.997937
62,-1377.397380,11323.977102,39946.959342
63,7091.418434,4907.215763,-44338.398509
64,-22151.736091,12273.367026,-42760.264198
65,10689.931203,3514.578480,20946.769114
66,-15912.938306,-30504.482221,-16463.651871
67,-42172.156117,516.420157,-6878.415640
68,-7427.049473,1168.236534,-31167.428163
69,9342.216772,22705.353655,6566.042256
70,-41354.661352,7427.894431,32090.928864
71,-28736.405189,4734.175721,22015.793294
72,-16697.982409,-13121.008805,7408.046992
73,-15518.710904,-19322.826469,-867.695206
74,-29089.183161,41020.901237,26868.202852
75,5298.284453,13205.966403,-38201.990529
76,19402.246622,8094.934246,33955.793001
77,-21008.874294,-15180.029071,-11376.378719
78,7303.201682,-3902.420543,64736.879245
79,7061.430705,-34101.508945,-1645.197579
80,-4047.240156,5964.033081,-13069.394872
81,-3662.452732,17476.865930,-24826.593674
82,-6666.152316,-17154.474319,-4994.020434
83,-26836.383439,26070.070401,33533.855427
84,-5005.789128,23925.598041,-13106.322641
85,-7979.120463,-7557.050521,19266.242835
86,-12013.422497,13365.576643,-2247.053169
87,8792.222002,46642.776042,22985.360746
88,9363.065980,-10418.352793,-8897.577826
89,-14167.748791,36757.293473,4852.361679
90,-19494.179505,-11800.838101,36813.628460
91,1508.542944,-13051.591518,43445.117355
92,26476.981748,1124.806443,4326.400897
93,-39572.333794,42885.100876,23508.573653
94,5715.660690,234.082474,34796.623645
95,-6945.935552,24407.307066,4331.372331
96,4932.695873,-11636.091495,27560.070662
97,-2582.073957,13624.925183,-5201.796589
98,-21966.473413,8922.991549,-19623.864494
99,6496.324902,8091.217647,-36854.399694
100,-12261.646100,6022.155477,-8076.851826
101,9987.354872,35916.469599,-1119.069393
102,-7954.219237,-1187.303882,27798.585198
103,-1934.106176,-10058.431489,-50099.173590
104,5548.670016,15562.477733,-1378.872277
105,-8731.974674,-9123.066709,13590.556163
106,-29389.848139,-15454.086341,33936.203310
107,-44108.407501,-25685.155237,16553.903281
108,25908.684868,-5261.361420,-1655.489837
109,-7774.375676,45943.320350,-28962.114484
110,-14486.799627,2835.690376,39644.126770
111,-16141.551467,-2734.712796,-6520.908907
112,47815.106037,-4371.260304,-34470.295605
113,3543.740587,-21977.069813,20534.788447
114,-14906.168207,-9665.155459,-12934.022285
115,-4521.107352,-9786.174761,-43122.258071
116,-9357.983673,9800.972386,4191.806409
117,-8724.392027,31833.303402,-23005.978110
118,5854.871559,-17750.978252,3142.165747
119,25100.325952,9498.841015,-7210.488506
120,-20025.621162,20889.198084,6796.354225
121,1639.260415,-12102.218481,22313.128066
122,14159.922233,-10964.813644,46832.967465
123,2178.491909,-4382.502254,57070.217742
124,-3897.509933,28967.075012,-23405.526292
125,-5724.866176,16334.777926,6523.819759
126,3398.123339,43897.471500,-11006.771612
127,17714.100341,17529.309661,-18565.374762
128,-12130.822420,-10801.524700,14547.962508
129,2871.139894,13386.733308,26290.348403
130,1724.121856,-29696.967110,1162.742065
131,-12621.799514,26261.213613,17807.904303
132,8643.827251,-9466.249188,-6530.249197
133,-19057.255754,-28949.795746,-933.983316
134,-40694.455397,-38864.633590,-11469.025503
135,-35359.347299,-30386.419311,-29045.198867
136,10014.032805,26226.849052,-11735.381984
137,-3435.724331,20308.923760,-6092.656479
138,5595.515280,-5155.442801,-29508.220003
139,-12253.914539,-235.343219,14667.940936
140,13197.450622,28178.049611,-8839.443633
141,31150.749317,1380.332779,3258.421539
142,18010.198026,13515.213407,8944.759088
143,44119.595162,-9589.169546,-21290.108854
144,-17597.277928,-24221.126893,31888.458059
145,10495.960348,9752.052178,-7328.455631
146,-11839.944357,18362.591230,38991.116891
147,11515.488606,22263.671013,-37532.070455
148,-2984.949346,19553.572591,24455.375999
149,36573.910594,-38288.915198,-21470.690874
150,4458.001580,-10044.345735,25100.212018
151,-1974.874337,6882.560138,33652.133927
152,-12746.684590,-10390.117713,3164.673634
153,22180.006132,-26410.709155,-29493.747945
154,5620.073942,-5302.538510,69210.452038
155,12057.717897,8002.012027,-40260.334159
156,38061.113937,-33402.189249,-22259.459049
157,-15773.602975,2081.964035,2424.779985
158,-14560.519996,-24047.750552,-25181.842198
159,26044.371484,1484.279832,-7040.754627
160,2969.535455,-16177.709543,31570.646577
161,-9998.995510,21774.584210,23243.173376
162,-39676.160075,13357.171453,2947.494789
163,-3666.006817,-52655.502645,-26733.850005
164,-819.611528,-4726.528111,815.005856
165,18304.117496,15499.105312,51129.151440
166,-4133.308448,10242.368412,-47971.916496
167,12462.938327,-19652.938499,-31069.697593
168,-34570.128671,-1440.906366,12776.657498
169,5827.739612,-17291.477584,-33984.229694
170,1529.519919,-22093.854755,-31925.011315
171,-172.049478,-10795.305998,620.239224
172,-24368.406362,3474.933538,45995.984516
173,26437.240802,-140.903555,-17345.973739
174,-28392.264447,-28955.469677,-775.302624
175,13925.436630,-29583.298880,15025.306504
176,14374.326333,-1302.048093,-2993.257374
177,-5233.257920,15357.749953,-51888.824021
178,4493.861003,-744.316613,-28349.742736
179,-3568.813462,-3735.280198,-47087.301356
180,18841.579121,-11107.495715,24920.762818
181,-43321.397103,-16268.696493,661.146366
182,21155.099991,1039.889119,20921.203327
183,13021.722618,1309.183109,12235.114638
184,-24461.884798,-10570.149144,31120.953658
185,145.848104,-14919.192997,-11729.709544
186,6307.213365,-4739.872096,24170.755583
187,12418.592371,-10157.139700,5496.532046
188,-10915.247218,-1187.135760,-2401.571203
189,6333.001159,3644.918821,-45684.991539
190,15390.880013,-36401.489291,18019.103471
191,12033.298013,8242.266156,-18834.333730
192,-11654.458074,2891.783521,34532.252384
193,7519.783579,15.790404,15679.135687
194,14720.200294,-4208.961585,-26287.995268
195,12906.941797,-19073.137735,42244.988038
196,33418.292290,28754.812783,-6351.071909
197,-7491.836437,-6012.737977,24502.085733
198,22104.333689,-49706.821813,-16394.235551
199,1718.752379,20395.131448,10673.225171
200,-6072.023495,29342.989926,14183.609493
201,26338.305312,26920.456323,32357.394671
202,-10799.013506,-2654.532723,14018.257749
203,-4754.271773,-6128.212522,9778.988769
204,37001.303675,141.570221,-29751.155133
205,11513.210746,19070.330048,40954.963428
206,17293.686523,14000.820459,43114.792744
207,-17015.033291,-5557.411995,-42484.623370
208,4701.895970,13437.176102,-20970.086774
209,-8654.259696,-16196.002524,-33591.460130
210,10743.517502,28815.524386,-14427.497144
211,32199.400595,14178.983404,-30025.652011
212,4320.827880,-32381.390029,7162.670679
213,7992.221476,-53703.570052,11697.871528
214,-27864.486015,25132.313283,654.332208
215,14586.357932,-6912.725743,-44577.310937
216,-5208.382506,-7731.217613,-27449.375968
217,32708.115433,11056.942818,11526.467929
218,39855.384264,-22719.789363,12900.447857
219,3791.079185,-43167.926809,-17406.619391
220,2373.897255,765.997997,12050.778536
221,-27639.447516,6091.061843,9041.784973
222,4771.259853,3905.668564,-13401.354422
223,-33931.582672,15506.344572,-30013.095642
224,5583.478718,-21769.370093,-36369.645962
225,7650.288576,-15259.862258,-14187.990645
226,-27863.178460,-21356.283802,-8683.792472
227,-26535.628308,-1560.479506,-8980.716891
228,53427.529517,-10055.107208,5107.611661
229,5856.652857,-23246.426781,12477.903264
230,6884.206341,-22775.580570,12261.336581
231,-32068.058480,-24722.646441,-17953.753971
232,-19663.005294,-48884.338571,-15701.855969
233,-6947.784796,43419.228384,-8151.293035
234,-12148.063047,-8298.413447,22823.110497
235,10118.656256,18098.058425,27114.462018
236,-8194.531412,-35203.344075,-14605.527139
237,14829.053395,-16785.844727,816.808642
238,-13587.741561,-3091.355923,16653.109065
239,-6674.369632,43.226509,-36925.236959
240,21262.508524,-36793.902033,18557.638226
241,-4868.547100,-30181.159885,-37039.206701
242,3484.662747,-6997.031587,26894.967914
243,-14392.726651,4424.182910,-7227.258314
244,-24250.971617,-9654.793072,35312.317137
245,-18197.661976,8332.121444,33568.056073
246,-9938.536849,-24411.581621,-10947.968831
247,-22826.594388,10723.083413,23038.322809
248,6366.523257,13363.225964,17250.287616
249,-6430.804595,-4913.002105,-8124.220576
250,-10249.142028,9017.443029,38983.790297
