particle,pos_x,pos_y,pos_z
0,-7928.542544,-1674.303276,11608.310365
1,1554.720720,-5472.201256,-19316.750515
2,-6055.129004,13881.766599,-9797.264989
3,12014.830552,-16268.633228,-1029.784377
4,11751.118459,19223.797262,-289.016620
5,14019.387587,11875.522529,-2502.544471
6,-16533.840283,13040.316350,891.968396
7,5916.454900,7923.210849,-458.104793
8,14518.132643,13018.331057,7387.886222
9,-380.719799,-16946.461538,-4159.454585
10,-14209.922070,11731.498228,5668.490563
11,-15753.554601,18.886543,18299.762766
12,916.177594,-1730.601469,-6836.249051
13,3826.966425,-4630.118572,1202.340135
14,5123.830701,-3115.444498,15004.693188
15,2154.452289,8422.453228,-2414.794304
16,14355.365490,5732.810007,18399.855268
17,6376.606068,-8054.026110,-11606.130354
18,15986.854317,10519.943690,15895.559110
19,-14939.884552,6070.701423,-5601.279255
20,11081.540290,-3306.865618,-16818.569700
21,8177.353695,-3180.505217,-22435.706280
22,-10478.281294,6425.463396,-6240.642304
23,-4647.865018,10210.260883,1489.827639
24,13138.907270,-9210.482149,-1920.707959
25,1921.060481,-1560.787707,10158.184246
26,-5465.077703,17052.018417,2128.480326
27,-4932.030372,-11169.959648,7840.514122
28,-10360.078400,-682.739392,6083.842733
29,-10257.351139,3925.153581,-319.558095
30,10627.960566,10089.240803,-576.686712
31,-1342.373490,7097.308750,-2160.604642
32,13342.725947,13060.085228,7538.636873
33,1482.953038,1490.083058,-353.090023
34,-1631.293890,-20586.591232,-1630.519924
35,14816.727297,-11700.822464,-19366.763903
36,-1319.395294,5034.621016,2009.022776
37,10541.972000,-4803.328283,1611.925882
38,-5851.642221,6909.887155,-11991.259313
39,15217.790678,-10977.840120,7495.074146
40,4450.853556,4211.075230,12713.147871
41,11871.951615,15726.819000,22677.043141
42,-12685.523048,11650.115528,3245.478833
43,4486.051984,-14931.470592,-12472.069400
44,603.080293,5318.075387,4291.216421
45,-12799.852898,-5830.990153,2692.729843
46,-18600.211365,11530.537651,4484.820358
47,8198.350436,3050.247819,12707.493925
48,8756.428766,812.329208,-13868.999974
49,-810.154978,-14736.698473,-7354.927318
50,-13770.059369,573.791186,-1608.838788
51,-20238.798577,-1713.977304,3037.130578
52,13739.288501,-12539.028019,-10952.519486
53,-861.286040,-4287.098539,-10927.923693
54,-9289.899162,-9781.830773,12515.542111
55,-12314.699618,-10210.113940,-3784.335924
56,10384.678349,13139.236095,3145.407879
57,-10252.320241,256.508202,10814.354568
58,-10805.201351,-3693.063949,-19933.066868
59,-6817.458772,-11469.039535,3216.684504
60,-12904.455540,-7347.467220,-2961.209891
61,-7482.282968,10688.881673,-12827.790211
62,-11815.528622,2333.721462,-15673.908613
63,-3872.203485,-15565.814185,7271.578340
64,-17055.481299,-17575.660322,-12445.927697
65,-13731.653486,17552.350009,4576.678105
66,-3106.436076,-7136.489633,-3503.371153
67,-20051.812562,14743.050762,15085.264341
68,-2534.548892,-15726.703304,-16616.909938
69,3223.890814,14239.800242,13673.307340
70,-13107.289639,15065.048253,-19001.374169
71,-2446.425695,-10816.074099,-2373.941913
72,11074.905682,-15103.152916,-1374.798373
73,-6582.769228,7243.019131,-5344.923783
74,9174.551820,-14161.592744,-16279.958283
75,-7489.270842,-2203.404870,5168.248746
76,-15433.086121,10844.960123,-17545.589522
77,-15361.984489,19197.842995,8505.005535
78,7641.917161,3398.094798,-16420.299406
79,-17593.825801,21205.311919,3869.674817
80,-13967.661164,3472.288001,-17779.023140
81,-3420.400221,-3971.104082,-3945.199548
82,-4402.760969,-5994.323991,-19234.644540
83,11701.409413,13302.843203,4299.924004
84,12936.678610,13796.732472,2229.516026
85,3386.252886,15571.648485,-2287.656967
86,-3593.324776,15245.944844,-8636.792054
87,-12756.109080,-6182.357898,-13984.198901
88,-9725.921322,3244.948487,-23837.752340
89,-14942.999064,-15288.358335,3552.512463
90,4690.614933,9454.572853,-19124.113615
91,9931.859309,4172.175204,-17315.385714
92,7174.222809,6013.077659,5090.753023
93,11200.612875,18420.963975,9404.379536
94,-983.082040,9579.006569,-2120.259307
95,-14747.127443,11518.522085,11794.878971
96,-6818.150795,-10062.023319,-25.636765
97,-3701.932194,-2223.602443,-9018.013821
98,10166.686705,-214.688442,12689.158491
99,5457.034576,7051.529752,5253.543060
100,6904.526175,11337.734337,7460.031380
101,-274.435287,13395.817902,12027.597900
102,-4093.480784,-3377.709646,4387.982727
103,8470.321619,-7684.393968,-13043.460944
104,8034.458127,-14062.241533,-1726.998426
105,12387.460536,14106.459061,16304.943591
106,11122.204512,7466.308938,4320.517924
107,-10455.732533,-11417.200845,-281.944558
108,-5596.337151,8763.009287,-6819.305809
109,5614.689202,-11111.684554,-16965.134060
110,2247.825437,1218.740341,5807.431539
111,-11393.424964,-5895.565106,-4243.434917
112,-15232.373517,-7536.898979,20036.393951
113,-13971.994493,16714.307872,-19187.663317
114,-7712.639514,14132.131762,-6154.242126
115,3897.670553,8215.227373,5537.347686
116,-8406.443183,-13286.760746,-1033.268414
117,11425.037148,-4249.940480,-6505.084091
118,-14576.829618,806.478554,-4911.362563
119,9618.779170,-1214.612315,-15790.112933
120,11035.064199,-7055.271818,-8640.114816
121,-3403.328769,-14325.920808,9943.739212
122,-4816.849312,6393.258959,-20864.739716
123,16273.629468,-1249.121713,-12779.418941
124,-11106.268498,9303.156584,2458.934175
125,-10036.392706,-3041.335572,-13346.454511
126,-13323.763369,-11943.538081,-2816.046326
127,-2605.220697,10405.030064,9477.971284
128,-2321.116216,-9788.594071,5498.592345
129,10903.774259,7114.887259,1094.813008
130,-8577.994711,-15967.219630,-16227.107443
131,-7660.859563,-7283.560448,8283.075916
132,-10917.090848,609.123557,-16041.632259
133,11983.988147,-8587.159786,-11309.300691
134,13861.857137,-5308.354345,-12805.320016
135,-1933.549210,-2777.303135,-8710.113719
136,-3284.621367,13108.335873,-14499.071368
137,11454.925111,465.442739,19462.433719
138,-6464.457042,-10113.206635,-11005.841704
139,4359.507972,-12590.312691,2257.536204
140,6157.716882,15891.090959,-7037.793436
141,22636.972737,14469.079506,-11473.606135
142,15760.517419,13809.876297,-12531.857240
143,3789.834359,970.860362,-5978.295978
144,5509.418707,3559.195960,2028.958025
145,-10609.587311,15497.030863,3168.528119
