step,total_vel_x,total_vel_y,total_vel_z
0,-241.524936,2187.046139,1373.468439
1000,-241.521452,2187.140156,1373.324442
2000,-241.365414,2187.173897,1373.217571
3000,-241.134195,2187.278113,1373.155532
4000,-241.100485,2187.359874,1373.265137
5000,-241.111984,2187.383413,1373.353284
6000,-241.026949,2187.497652,1373.441775
7000,-240.993036,2187.642692,1373.630361
8000,-240.963102,2187.721126,1373.730681
9000,-240.941448,2187.732877,1373.848747
10000,-240.812412,2187.730507,1373.943281
11000,-240.669845,2187.648488,1374.057933
12000,-240.541294,2187.580425,1374.138758
13000,-240.430423,2187.474612,1374.186461
14000,-240.292861,2187.476581,1374.267488
15000,-240.173863,2187.450144,1374.256563
16000,-240.040467,2187.486754,1374.313197
17000,-239.903901,2187.453957,1374.347800
18000,-239.809133,2187.435969,1374.456103
19000,-239.781274,2187.467723,1374.523151
20000,-239.763413,2187.586129,1374.586048
21000,-239.743307,2187.671693,1374.601192
22000,-239.675496,2187.667938,1374.637110
23000,-239.646430,2187.687318,1374.678761
24000,-239.640824,2187.773065,1374.687353
25000,-239.588657,2187.831150,1374.709270
